ISBN,Book-Title,Book-Author
0425166422,Evans Above (Constable Evan Evans Mysteries (Paperback)),Rhys Bowen
0446604062,Up Jumps the Devil (Deborah Knott Mysteries (Paperback)),Margaret Maron
0446610879,Uncommon Clay,Margaret Maron
0786889624,The Hearse You Came in On (Hitchcock Sewell Mysteries (Paperback)),Tim Cockey
0192834622,The Tenant of Wildfell Hall (Oxford World's Classics),Anne Bronte
0671578855,A Civil Campaign,Lois McMaster Bujold
0743435338,Diplomatic Immunity,Lois McMaster Bujold
0380704420,Wait Till Helen Comes : A Ghost Story (Avon Camelot Books (Paperback)),Mary Downing Hahn
0394537602,Witches of Eastwick,John Updike
0590434616,The Dollhouse Murders,Betty Ren Wright
0590435019,Glass Slippers Give You Blisters,Mary Jane Auch
0679736654,A Scanner Darkly,Philip K. Dick
0684833778,The BODACIOUS BOOK OF SUCCULENCE : DARING TO LIVE YOUR SUCCULENT WILD LIFE,Sark
088001380X,Worshipful Company of Fletchers: Poems,James Tate
1894869613,Notes on the Windowsill,Jennifer L.B. Leese
0062512668,The Cube,Annie Gottlieb
0140386742,Jip: His Story,Katherine Paterson
0141301244,The Woman in the Wall,Patrice Kindl
0385065396,The Way of Perfection,TERESA OF AVILA
0385292163,The Art of War,SUN TZU
0385333277,Planet of the Blind,Stephen Kuusisto
0451524233,Tarzan of the Apes (Tarzan),Edgar Rice Burroughs
0553351702,The Book of Five Rings,Miyamoto Musashi
0684850028,Write It Down Make It Happen: Knowing What You Want And Getting It,Henriette Anne Klauser
069109750X,The I Ching or Book of Changes,C.F. Baynes
0874772362,Writing the Natural Way: Using Right Brain Techniques to Release Your Expressive Powers,Gabriele Lusser Rico
0875160476,Secret Science Behind Miracles,Max F. Long
092927959X,"Nausicaa of the Valley of Wind (Nausicaa of the Valley of Wind, Graphic Novel)",Hayao Miyazaki
1558748946,"Chicken Soup for the Father's Soul, 101 Stories to Open the Hearts and Rekindle the Spirits of Fathers (Chicken Soup for the Soul)",Jack Canfield
1576736423,The Guardian (O'Malley #2),Dee Henderson
1582614687,"America's Heroes: Inspiring Stories of Courage, Sacrifice and Patriotism","Joseph J., Jr Bannon"
000617616X,At Close Quarters,Gerald Seymour
0140250557,The Takeover,Stephen Frey
0752848062,A Spy's Life,Henry Porter
0373790996,"Hot Zone: Chicago Heat (Harlequin Blaze, 95)",Patricia Rosemoor
8807015935,Canti del Caos,Antonio Moresco
0380974991,Rattlesnake Crossing: A Joanna Brady Mystery,J.A. Jance
0517073692,Dean R. Koontz: A New Collection : Shattered; Whispers; Watchers,DEAN KOONTZ
0345350588,Source of Magic (Xanth Novels (Paperback)),Piers Anthony
3442429552,Die Puppenspieler,Tanja Kinkel
3453149807,Die Prophezeiungen von Celestine. Ein Abenteuer.,James Redfield
1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle
0440986311,There's a Bat in Bunk Five,Paula Danziger
0893753688,Story of My Life,Helen Keller
0345320182,Garfield Eats His Heart Out (Garfield (Numbered Paperback)),JIM DAVIS
0446357251,Haunted Heartland,Beth Scott
0060219106,Harriet the Spy,Louise Fitzhugh
0345450663,Men in Black II: The Official Novelization,Robert Gordon
0440220394,A Wrinkle in Time,L'Engle Madelein
0812504224,The Adventures of Huckleberry Finn,Mark Twain
0140081135,The Solace of Open Spaces,Gretel Ehrlich
0312267177,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,Andrew X. Pham
1576739279,Danger in the Shadows,Dee Henderson
0060162546,"Small Victories: The Real World of a Teacher, Her Students and Their High School",Samuel G. Freedman
2070380742,Les Courriers De La Mort,Magnan
0553569228,Fire and Fog (Fremont Jones Mysteries (Paperback)),Dianne Day
0060692006,The Dead Sea Scrolls : A New Translation,Michael O. Wise
0061060992,The Fury,L. J. Smith
0140440410,Anna Karenina (Penguin Classics),Leo Tolstoy
0312860951,Reliquary,Douglas Preston
0345277848,Camber the Heretic Legends of Camber #3 (Legends of Camber of Culdi),Katherine Kurtz
0345347676,"Camber of Culdi (Legends of Camber of Culdi, Vol 1)",Katherine Kurtz
0345396669,Our Dreaming Mind,Robert L. Van De Castle
0345409787,Erotic Astrology: About Him for Her,Olivia
0385313136,Covenant With the Vampire: The Diaries of the Family Dracul,Jeanne Kalogridis
0399128964,Dune (Dune Chronicles (Econo-Clad Hardcover)),Frank Herbert
0399130276,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert
0399133909,Midnight,Dean R. Koontz
0399141308,Idoru,William Gibson
0425043797,Dune Messiah,Frank Herbert
0425062333,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert
0425175413,The White House Connection,Jack Higgins
0440901588,A Swiftly Tilting Planet,Madeleine L'Engle
0441328008,"Heretics of Dune (Dune Chronicles, Book 5)",Frank Herbert
0451126564,Night Shift,Stephen King
0451194004,Rosemary's Baby,Ira Levin
0486264734,Bartleby and Benito Cereno (Dover Thrift Editions),Herman Melville
0517585839,The New Joy of Sex,Alex Comfort
0525943749,Son of Rosemary: The Sequel to Rosemary's Baby,Ira Levin
0553053140,The Mind,Richard Restak
0553103741,"The Illustrated Brief History of Time, Updated and Expanded Edition",Stephen William Hawking
0553110616,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert
0553117084,Jaws 2: A Novel,Hank Searls
055327600X,Darksword Adventures,Margaret Weis
0553290983,"Elven Star : The Death Gate Cycle, Volume 2 (Death Gate Cycle (Paperback))",MARGARET WEIS
0553563033,The Golden,Lucius Shepard
055357325X,The Seventh Gate (Death Gate Cycle (Paperback)),Margaret Weis
0590427717,Blitzcat,Robert Westall
0671503030,NUMEROLOGY : YOUR CHARACTER AND FUTURE REVEALED IN NUMBERS,Norman Shine
0679729526,The Aeneid (Vintage Classics),ROBERT FITZGERALD
0684801280,Driven To Distraction : Recognizing and Coping with Attention Deficit Disorder from Childhood Through Adulthood,Edward M. Hallowell
0786915501,"Player's Handbook: Core Rulebook I (Dungeons &amp; Dragons, Third Edition)",Not Applicable (Na )
078691551X,"Dungeon Master's Guide: Core Rulebook II (Dungeons &amp; Dragons, Third Edition)",Monte Cook
0786915528,"Monster Manual: Core Rulebook III (Dungeons &amp; Dragons, Third Edition)",Skip Williams
0812885066,The Only Astrology Book You'll Ever Need,Joanna Martine Woolfolk
0875424961,The 21 Lessons of Merlyn: A Study in Druid Magic and Lore,Douglas Monroe
0886777100,Otherland: City Of Golden Shadow,Tad Williams
0898794161,How to Write Science Fiction and Fantasy (Writer's Digest Genre Writing Series),Orson Scott Card
0943151163,Johnny The Homicidal Maniac : Director's Cut,Jhonen Vasquez
1565041755,Elric: Tales of the White Wolf (Michael Moorcock's Elric),Michael Moorcoch
156865040X,The Elric Saga PT. I,Michael Moorcock
1852305606,Encyclopedia of Celtic Wisdom the Celtic Shamans,Caitlin Matthews
0140274146,Cold Comfort Farm (Essential.penguin S.),Stella Gibbons
0140431209,Mill on the Floss (Penguin Classics),George Eliot
0140501711,Make Way for Ducklings (Picture Puffins),Robert McCloskey
0373262957,Murder Under The Mistletoe,Jennifer Jordan
0439284031,Harry Potter Schoolbooks: Quidditch Through the Ages and Fantastic Beasts and Where to Find Them,J .K. Rowling
0517207346,How to Live with a Neurotic Cat,STEPHEN BAKER
0757300243,Chicken Soup for the Sister's Soul : 101 Inspirational Stories About Sisters and Their Changing Relationships (Chicken Soup for the Soul),Jack Canfield
0786808284,Crispin : The Cross of Lead (Newbery Medal Book),Avi
0898156122,Why Cats Paint: A Theory of Feline Aesthetics,Heather Busch
0312252943,Welcome to Temptation,Jennifer Crusie
0316693642,Along Came a Spider,James Patterson
0345451260,Househusband,AD HUDLER
0525249222,Sam Walton: The Inside Story of America's Richest Man,Vance H. Trimble
052594558X,Bad Boy: A Novel,Olivia Goldsmith
0553801163,Sacred Sins,Nora Roberts
0688065708,Windmills of the Gods,Sidney Sheldon
0688065716,The Sands of Time,Sidney Sheldon
0399138439,"Three Complete Novels: Lightning, the Face of Fear, the Vision",Dean R. Koontz
0345431057,Slaves in the Family (Ballantine Reader's Circle),Edward Ball
0441104029,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert
0449902854,"1,911 Best Things Anybody Ever Said",ROBERT BYRNE
1884822282,"Cleveland Amory's Compleat Cat: The Cat Who Came for Christmas : The Cat and the Curmudgeon, the Best Cat Ever",Cleveland Amory
0553203487,Franny and Zooey,J.D. Salinger
0451177029,Ripper,Michael Slade
0451195663,Primal Scream,Michael Slade
0451199693,Burnt Bones,Michael Slade
0451411153,Bed of Nails,Michael Slade
0553256610,Stainless Steel Rat for President,Harry Harrison
0553578278,Shooting at Midnight,GREG RUCKA
0812516621,The Hungry Moon,Ramsey Campbell
0843950471,"Darkness, Tell Us",Richard Laymon
1853260266,Call of the Wild and White Fang (Wordsworth Collection),Jack London
0060937742,In the Country of the Young,Lisa Carey
0961512911,Lesbian Bedtime Stories,Terry Woodrow
0330300822,Songlines,Bruce Chatwin
0375713123,The Rotters' Club (Vintage Contemporaries (Paperback)),Jonathan Coe
0517886014,"The Unofficial X-Files Companion: An X-Phile's Guide to the Mysteries, Conspiracies, and Really Strange Truths Behind the Show",Ngaire Genge
0877846391,The Singer,Calvin Miller
0394872177,The Berenstain Bears and Too Much Junk Food (First Time Books),STAN BERENSTAIN
0553472348,The Chamber,John Grisham
0380718413,Lying in Wait: A J.P. Beaumont Mystery,J.A. Jance
067178546X,Blue Gold : A Novel from the NUMA Files,Clive Cussler
0684841363,IN THE MEANTIME : Finding Yourself and the Love You Want,Iyanla Vanzant
0515124435,Every Breath She Takes,Suzanne Forster
038509423X,Selected Poems and Letters of Emily Dickinson,Emily Dickinson
0802150241,Endgame and Act Without Words,Samuel Beckett
0451524101,The Tragedy of King Lear (Signet Classic Shakespeare Series),William Shakspeare
0887621023,The Secret Language of Girls,Josey Vogels
0285634119,Warning: When I Am an Old Woman I Shall Wear Purple,Jenny Joseph
0374117349,Burden of Proof,Scott Turow
0385477864,The Trickster,Muriel Gray
0440218772,Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets,Academy of American Poets
0451138775,Parachutes and Kisses,Erica Jong
0453007864,Dracula,Bram Stoker
0553569074,Wouldn't Take Nothing for My Journey Now,Maya Angelou
0671045857,The Girl Who Loved Tom Gordon,Stephen King
0671744283,I Remember,Dan Rather
0688143695,Moon Music: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman
0694522112,Shy Boy : The Horse That Came in From The WIld,Monty Roberts
0740728946,Groovitude: A Get Fuzzy Treasury,Darby Conley
0892964472,Shooting at Loons (Deborah Knott Mysteries (Hardcover)),Margaret Maron
1570421048,The Celestine Prophecy : An Adventure,James Redfield
0060938099,Enemy Women : A Novel,Paulette Jiles
0140250948,In the Lake of the Woods,Tim O'Brien
0146003772,To Be or Not to Be: Shakespeare's Soliloquies,Michael Kerrigan
0152001018,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi
0152045562,"Beware, Princess Elizabeth: A Young Royals Book",Carolyn Meyer
0440218500,Princess Sultanas Daughters,Jean Sasson
0440219337,Out of Time,Caroline B. Cooney
0440226872,Burning Up,Caroline B. Cooney
0590434128,Wolf by the Ears (Point),Ann Rinaldi
0590460560,"A Stitch in Time: A Quilt Trilogy (Quilt Trilogy, No 1)",Ann Rinaldi
0671787918,Shadowland,Jenny Carroll
0671788124,Reunion,Jenny Carroll
068485760X,The QUEEN'S BASTARD: A Novel,Robin Maxwell
0743204859,Virgin: Prelude to the Throne,Robin Maxwell
0967673712,Princess Sultana's Circle,Jean P. Sasson
1566190916,Frankenstein,Mary Wollstonecraft Shelley
0192834835,Don Quixote De LA Mancha (Oxford World's Classics),Miguel De Cervantes Saavedra
2020336553,Les Ã?Â©trangers sont nuls,Pierre Desproges
225300314X,Le Chien Des Baskerville,Arthur Conan Doyle
2253051349,Le DÃ?Â©mon du passÃ?Â©,Mary Higgins Clark
2253071854,L'homme des jeux,Iain Banks
2253076597,Un jour tu verras--,Mary Higgins Clark
2253172162,Le Concile De Pierre,Jean-Christophe Grange
2264017627,Mort d'un trimardeur,Arthur Upfield
2266047442,Le Silence des agneaux,Thomas Harris
2742743510,Une adoration,Nancy Huston
0312856563,The Golden Queen (Golden Queen),Dave Wolverton
0066621054,Longaberger: An American Success Story,Dave Longaberger
0140119205,Nice Work,David Lodge
0312960743,"Revenge Of The Barbeque Queens : At The Barbeque World Series, More Than Ribs Will Be Swimming In Sauce (A Heaven Lee Culinary Mystery)",Lou Jane Temple
0393320979,Beowulf: A New Verse Translation,Seamus Heaney
0786866039,The Grand Complication: A Novel,Allen Kurzweil
0380808161,T2: Infiltrator,S.M. Stirling
0060165979,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore
0140430474,Sense and Sensibility (Penguin Classics),Jane Austen
0451518829,Sons and Lovers,D. H. Lawrence
0064404455,Tom's Midnight Garden,Philippa Pearce
0091891965,Dave Gorman's Googlewhack Adventure,Dave Gorman
0099274531,World and Other Places,Jeanette Winterson
0099366517,Black Dahlia,James Ellroy
0140004211,"Claudius the god and his wife Messalina: The troublesome reign of Tiberius Claudius Caesar, Emperor of the Romans (born 10 B.C., died A.D. 54), as described by himself, also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero) a",Robert Graves
0140049479,A Time of Gifts: On Foot to Constantinople : From the Hook of Holl and to the Middle Danube,Patrick Leigh Fermor
0140180788,Room With a View,E M Forster
0140243321,Clear Waters Rising: A Mountain Walk Across Europe,Nicholas Crane
0140327592,Matilda,Roald Dahl
0140445560,The Odyssey (Penguin Classics),Homer
014044629X,The Decameron (Penguin Classics),Giovanni Boccaccio
014062158X,Grimms's Fairy Tales (Penguin Popular Classics),The Brothers Grimm
0330285521,"The Stories of Raymond Carver: Will You Please Be Quiet, Please? What We Talk About When We Talk About Love. Cathedral",Raymond Carver
033035566X,"Strange Places, Questionable People: Updated with a New Chapter on Kosovo",John Simpson
0349109699,"Very Funny, Now Change Me Back Again",Peter Biddlecombe
0441759904,Shadow Dance,Anne Logston
0521080339,The Miller's Prologue and Tale (Selected Tales from Chaucer),Geoffrey Chaucer
0552136816,Armageddon the Musical,Robert Rankin
0552145807,The Dance of the Voodoo Handbag,Robert Rankin
0552147435,Web Site Story,Robert Rankin
0563367121,Around the World in Eighty Days,Michael Palin
0747541094,Soft,Rupert Thomson
0752816306,Kemp: Passage at Arms,Daniel Hall
0312969937,Vespers,Jeff Rovin
0385489056,Meg: A Novel of Deep Terror,Steve Alten
0441010652,Something from the Nightside,Simon R. Green
0441011632,Nightingale's Lament: A Novel of the Nightside,Simon R. Green
0060591838,Once Minutos,Paulo Coelho
8495501252,Entrevista con el vampiro,Anne Rice
0140434143,Mansfield Park (Penguin Classics),Jane Austen
0345453425,Cry No More,LINDA HOWARD
0345456939,Gone Too Far,SUZANNE BROCKMANN
0446612308,Like a Knife,Annie Solomon
0451526384,Persuasion,Jane Austen
1551667142,Flash Point,Metsy Hingle
1551669552,Along Came Trouble,Sherryl Woods
0812570839,Destiny : Child of the Sky (The Symphony of Ages),Elizabeth Haydon
0312978448,Loving You (Candellano Family Trilogy),Maureen Child
0671726714,LATE NIGHT WITH DAVID LETTERMAN BOOK OF TOP TEN LISTS,David Letterman
0449910555,The Presence,John Saul
0099297213,Daisy Fay and Miracle Man,Flagg
0486282015,The Thirty-Nine Steps (Dover Thrift Editions),John Buchan
3608933867,Mein Herz so weiÃ?Â?.,Javier Marias
342310578X,Der Baron Auf Den Baeumen,Italo Calvino
037550883X,I May Be Wrong but I Doubt It,CHARLES BARKLEY
0380727293,Dr. Atkins' New Diet Revolution,Robert C. Atkins
0345426606,The Handyman (Ballantine's Reader's Circle),Carolyn See
0743214927,The Cheese Monkeys : A Novel in Two Semesters,Chip Kidd
0060012331,The Amazing Maurice and His Educated Rodents,Terry Pratchett
0060738197,The Stepford Wives,Ira Levin
0061052256,The Lost,Jonathan Aycliffe
0140049401,Dear Me,Peter Ustinov
0140124454,The Penguin Book of Vampire Stories,Alan Ryan
0140434151,Emma (Penguin Classics),Jane Austen
0140440453,Germinal (Penguin Classics),Emile Zola
014044615X,The Count of Monte Cristo (Penguin Classics),Alexandre Dumas
0140621571,The Diary of a Nobody (Penguin Popular Classics),George Grossmith
0142003557,The Science of Harry Potter: How Magic Really Works,Roger Highfield
0142437174,The Adventures of Huckleberry Finn (Penguin Classics),Mark Twain
0192833863,Dracula (Oxford World's Classics),Bram Stoker
0198207441,The Triumph of the Moon: A History of Modern Pagan Witchcraft,Ronald Hutton
0312097581,The Book of Runes : A Handbook for the Use of an Anceint Oracle: The Viking Runes with Stones: 10th Anniversary Edition,Ralph H. Blum
0312187149,Enemy of God: A Novel of Arthur (The Warlord Chronicles: II),Bernard Cornwell
0316955132,Marjorie Morningstar,Herman Wouk
0345336615,The Tomb and Other Tales,Howard Phillips Lovecraft
034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany
0345444078,Shadows over Innsmouth,Stephen Jones
0380715929,Mother Earth Father Sky,Sue Harrison
0380751925,The Necronomicon,Simon
0385301898,Power of the Witch,Laurie Cabot
0425129616,The Mysterious Affair at Styles,Agatha Christie
0446359203,Carrion Comfort,Dan Simmons
044661100X,Hotel Transylvania,Chelsea Quinn Yarbro
044991089X,The Greenlanders,Jane Smiley
0451200810,North and South (North and South Trilogy Series),John Jakes
0451200829,Love and War (North and South Trilogy Series Volume 2),John Jakes
0451453573,Eric (Discworld Novels (Paperback)),Terry Pratchett
0451525434,Dubliners,James Joyce
0486228029,The Malleus Maleficarum of Heinrich Kramer and James Sprenger.,Henricus Institoris
0553210114,The Red Badge of Courage (Bantam Classics),STEPHEN CRANE
0553267175,"The Goldcamp Vampire, or the Sanguinary Sourdough",Elizabeth Ann Scarborough
0553295098,The Gap into Conflict: The Real Story (Gap),Stephen R. Donaldson
